,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FGPerc,3PM,3PA,ThreePPerc,FTM,FTA,FTPerc,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/,EFGPerc,FTR,TOVPerc
16943,GSW,2/8/13,GSW @ MEM,L,242,93,36,74,48.6,6,17,35.3,15,20,75.0,7,27,34,18,5,4,16,25,-6.0,0.527027027027027,0.2702702702702703,16.194331983805668
16945,NOH,2/8/13,NOH @ ATL,W,240,111,45,86,52.3,9,16,56.3,12,18,66.7,11,33,44,24,4,5,13,19,11.0,0.5755813953488372,0.20930232558139536,12.158623269734381
16949,CHI,2/7/13,CHI @ DEN,L,240,96,38,91,41.8,10,27,37.0,10,14,71.4,16,18,34,26,5,4,14,16,-32.0,0.4725274725274725,0.15384615384615385,12.594458438287154
16950,LAL,2/7/13,LAL @ BOS,L,240,95,36,87,41.4,5,23,21.7,18,30,60.0,13,30,43,16,2,3,12,19,-21.0,0.4425287356321839,0.3448275862068966,10.695187165775401
16954,BKN,2/6/13,BKN @ DET,W,239,93,34,82,41.5,6,16,37.5,19,25,76.0,15,31,46,22,6,5,13,19,3.0,0.45121951219512196,0.3048780487804878,12.264150943396226
16955,CHA,2/6/13,CHA @ CLE,L,239,95,37,79,46.8,6,15,40.0,15,25,60.0,9,28,37,21,5,5,13,10,-27.0,0.5063291139240507,0.31645569620253167,12.62135922330097
16956,MEM,2/6/13,MEM @ ATL,L,240,92,38,84,45.2,5,12,41.7,11,16,68.8,9,29,38,28,6,4,8,19,-11.0,0.48214285714285715,0.19047619047619047,8.077544426494345
16957,MIL,2/6/13,MIL @ UTA,L,240,86,29,82,35.4,6,19,31.6,22,29,75.9,9,28,37,15,12,9,16,21,-14.0,0.3902439024390244,0.35365853658536583,14.445648248465147
16958,IND,2/6/13,IND @ PHI,W,240,88,32,81,39.5,5,17,29.4,19,25,76.0,16,38,54,20,10,4,9,8,19.0,0.42592592592592593,0.30864197530864196,8.91089108910891
16961,LAC,2/6/13,LAC @ ORL,W,240,86,33,82,40.2,6,18,33.3,14,22,63.6,13,35,48,17,16,6,14,16,10.0,0.43902439024390244,0.2682926829268293,13.247539742619226
16962,SAS,2/6/13,SAS @ MIN,W,239,104,37,81,45.7,10,25,40.0,20,21,95.2,7,34,41,24,13,5,13,22,10.0,0.5185185185185185,0.25925925925925924,12.592018597442852
16965,HOU,2/6/13,HOU @ MIA,L,240,108,39,80,48.8,9,25,36.0,21,25,84.0,8,31,39,19,6,2,16,26,-6.0,0.54375,0.3125,14.953271028037381
16968,NYK,2/6/13,NYK @ WAS,L,241,96,34,84,40.5,9,28,32.1,19,23,82.6,12,29,41,14,5,3,9,12,-10.0,0.4583333333333333,0.27380952380952384,8.727695888285492
16970,BOS,2/6/13,BOS @ TOR,W,240,99,35,73,47.9,4,19,21.1,25,30,83.3,6,35,41,21,4,5,13,20,4.0,0.5068493150684932,0.410958904109589,13.104838709677418
16972,GSW,2/6/13,GSW @ OKC,L,241,98,38,93,40.9,10,20,50.0,12,16,75.0,13,36,49,25,7,4,19,15,-21.0,0.46236559139784944,0.17204301075268819,15.961021505376344
16973,PHX,2/6/13,PHX @ NOH,L,239,84,35,78,44.9,1,15,6.7,13,15,86.7,11,29,40,19,4,4,16,17,-9.0,0.4551282051282051,0.19230769230769232,15.904572564612327
16977,POR,2/6/13,POR @ DAL,L,240,99,36,84,42.9,10,30,33.3,17,19,89.5,7,35,42,20,6,1,6,20,-6.0,0.4880952380952381,0.2261904761904762,6.10004066693778
16978,PHX,2/5/13,PHX @ MEM,W,241,96,37,73,50.7,4,10,40.0,18,22,81.8,11,29,40,19,9,2,21,23,6.0,0.5342465753424658,0.3013698630136986,20.254629629629626
16979,ATL,2/5/13,ATL @ IND,L,240,103,36,81,44.4,8,21,38.1,23,28,82.1,5,34,39,26,5,3,16,33,-11.0,0.49382716049382713,0.345679012345679,14.63593121112331
16984,MIL,2/5/13,MIL @ DEN,L,241,104,48,100,48.0,3,16,18.8,5,11,45.5,12,32,44,27,6,11,16,28,-8.0,0.495,0.11,13.240648791790797
16985,LAL,2/5/13,LAL @ BKN,W,240,92,37,82,45.1,3,13,23.1,15,18,83.3,5,35,40,20,5,5,13,18,9.0,0.4695121951219512,0.21951219512195122,12.631169840652934
16986,GSW,2/5/13,GSW @ HOU,L,239,109,41,86,47.7,3,15,20.0,24,30,80.0,11,29,40,21,2,5,12,26,-31.0,0.4941860465116279,0.3488372093023256,10.79136690647482
16989,CHI,2/4/13,CHI @ IND,L,239,101,39,88,44.3,4,16,25.0,19,22,86.4,12,23,35,18,7,6,10,25,-10.0,0.4659090909090909,0.25,9.286775631500742
16991,ORL,2/4/13,ORL @ PHI,L,239,61,27,80,33.8,1,12,8.3,6,8,75.0,10,36,46,20,5,2,12,5,-17.0,0.34375,0.1,12.562814070351761
16994,DET,2/4/13,DET @ NYK,L,240,85,38,90,42.2,3,13,23.1,6,12,50.0,17,26,43,15,10,5,12,13,-14.0,0.4388888888888889,0.13333333333333333,11.185682326621924
16997,SAC,2/4/13,SAC @ UTA,L,265,91,35,87,40.2,3,20,15.0,18,25,72.0,15,24,39,13,11,4,13,21,-7.0,0.41954022988505746,0.28735632183908044,11.711711711711711
16998,CHA,2/4/13,CHA @ MIA,L,240,94,34,80,42.5,8,25,32.0,18,20,90.0,12,28,40,13,8,5,13,24,-5.0,0.475,0.25,12.770137524557956
16999,DAL,2/4/13,DAL @ OKC,L,239,91,36,87,41.4,3,16,18.8,16,20,80.0,6,34,40,21,7,9,14,18,-21.0,0.43103448275862066,0.22988505747126436,12.750455373406194
17001,LAC,2/4/13,LAC @ WAS,L,239,90,37,79,46.8,4,17,23.5,12,15,80.0,9,35,44,21,6,6,20,24,-8.0,0.4936708860759494,0.189873417721519,18.939393939393938
17003,POR,2/4/13,POR @ MIN,W,241,100,41,70,58.6,7,18,38.9,11,16,68.8,8,31,39,23,5,8,28,24,2.0,0.6357142857142857,0.22857142857142856,26.656511805026657
17004,LAL,2/3/13,LAL @ DET,W,240,98,39,83,47.0,6,20,30.0,14,22,63.6,7,34,41,24,9,3,14,15,1.0,0.5060240963855421,0.26506024096385544,13.123359580052494
17007,LAC,2/3/13,LAC @ BOS,L,240,104,40,79,50.6,9,21,42.9,15,21,71.4,13,28,41,27,9,2,20,26,-2.0,0.5632911392405063,0.26582278481012656,18.477457501847745
17008,MIA,2/3/13,MIA @ TOR,W,242,100,40,75,53.3,3,12,25.0,17,23,73.9,7,27,34,19,10,4,12,23,15.0,0.5533333333333333,0.30666666666666664,12.355848434925864
17011,NOH,2/2/13,NOH @ MIN,L,240,86,28,70,40.0,3,14,21.4,27,33,81.8,9,19,28,15,12,4,23,25,-29.0,0.42142857142857143,0.4714285714285714,21.39136904761905
17013,CHI,2/2/13,CHI @ ATL,W,241,93,38,93,40.9,8,20,40.0,9,13,69.2,18,35,53,26,12,5,7,14,17.0,0.45161290322580644,0.13978494623655913,6.62126371547484
17014,WAS,2/2/13,WAS @ SAS,L,241,86,36,88,40.9,6,22,27.3,8,17,47.1,12,29,41,24,8,2,16,23,-10.0,0.4431818181818182,0.19318181818181818,14.352350197344816
17015,OKC,2/2/13,OKC @ CLE,L,240,110,41,83,49.4,7,21,33.3,21,26,80.8,14,33,47,19,10,11,16,20,-5.0,0.536144578313253,0.3132530120481928,14.487504527345166
17019,SAC,2/2/13,SAC @ NYK,L,241,81,32,76,42.1,6,21,28.6,11,15,73.3,5,25,30,14,8,2,18,15,-39.0,0.4605263157894737,0.19736842105263158,17.892644135188867
17022,ORL,2/2/13,ORL @ MIL,L,240,98,41,94,43.6,5,19,26.3,11,22,50.0,20,32,52,32,9,5,17,17,-9.0,0.4627659574468085,0.23404255319148937,14.086841233012926
17023,PHX,2/2/13,PHX @ GSW,L,239,93,35,86,40.7,5,15,33.3,18,24,75.0,15,33,48,22,7,1,12,21,-20.0,0.436046511627907,0.27906976744186046,11.05379513633014
17024,CHA,2/2/13,CHA @ HOU,L,241,95,33,79,41.8,8,19,42.1,21,24,87.5,9,26,35,18,7,7,13,23,-14.0,0.46835443037974683,0.3037974683544304,12.67550702028081
17027,UTA,2/2/13,UTA @ POR,L,240,99,39,90,43.3,8,19,42.1,13,16,81.3,10,27,37,24,9,2,4,22,-6.0,0.4777777777777778,0.17777777777777778,3.95882818685669
17029,LAC,2/1/13,LAC @ TOR,L,240,73,25,72,34.7,3,19,15.8,20,31,64.5,9,28,37,12,6,4,14,16,-25.0,0.3680555555555556,0.4305555555555556,14.050582095543959
17032,CLE,2/1/13,CLE @ DET,L,240,99,35,88,39.8,6,20,30.0,23,26,88.5,13,29,42,19,5,6,15,33,-18.0,0.4318181818181818,0.29545454545454547,13.107305138063616
17033,DAL,2/1/13,DAL @ PHX,W,241,109,40,88,45.5,8,21,38.1,21,25,84.0,12,39,51,25,10,12,15,18,10.0,0.5,0.2840909090909091,13.157894736842104
17035,MIA,2/1/13,MIA @ IND,L,240,89,33,70,47.1,5,14,35.7,18,24,75.0,6,19,25,21,7,6,11,22,-13.0,0.5071428571428571,0.34285714285714286,12.01397990388816
17037,SAC,2/1/13,SAC @ PHI,L,240,80,30,79,38.0,1,10,10.0,19,25,76.0,9,26,35,21,12,4,13,15,-9.0,0.3860759493670886,0.31645569620253167,12.62135922330097
17038,POR,2/1/13,POR @ UTA,L,241,77,29,79,36.7,7,20,35.0,12,16,75.0,12,28,40,15,6,8,15,22,-9.0,0.41139240506329117,0.20253164556962025,14.84560570071259
17039,ORL,2/1/13,ORL @ BOS,L,240,84,36,95,37.9,3,19,15.8,9,9,100.0,15,32,47,19,10,6,14,13,-13.0,0.39473684210526316,0.09473684210526316,12.393767705382437
17043,NOH,2/1/13,NOH @ DEN,L,240,98,38,72,52.8,4,13,30.8,18,21,85.7,5,31,36,19,4,8,21,20,-15.0,0.5555555555555556,0.2916666666666667,20.539906103286388
17045,CHI,2/1/13,CHI @ BKN,L,240,89,34,78,43.6,1,14,7.1,20,22,90.9,11,18,29,23,9,3,13,17,-4.0,0.4423076923076923,0.28205128205128205,12.912197059992053
17048,MIL,2/1/13,MIL @ NYK,L,239,86,33,83,39.8,8,20,40.0,12,17,70.6,12,28,40,18,7,3,13,22,-10.0,0.4457831325301205,0.20481927710843373,12.562814070351758
17050,WAS,2/1/13,WAS @ MEM,L,241,76,34,83,41.0,5,20,25.0,3,3,100.0,7,24,31,19,12,0,15,19,-9.0,0.4397590361445783,0.03614457831325301,15.102698348771648
17051,LAL,2/1/13,LAL @ MIN,W,239,111,39,92,42.4,12,32,37.5,21,25,84.0,17,40,57,27,6,6,12,14,11.0,0.4891304347826087,0.2717391304347826,10.434782608695652
17054,MEM,1/31/13,MEM @ OKC,L,241,89,34,98,34.7,6,25,24.0,15,19,78.9,21,27,48,19,12,2,13,23,-17.0,0.37755102040816324,0.19387755102040816,10.89142091152815
17055,DAL,1/31/13,DAL @ GSW,L,240,97,36,81,44.4,8,25,32.0,17,24,70.8,12,35,47,25,8,5,15,18,-3.0,0.49382716049382713,0.2962962962962963,14.076576576576578
17057,ORL,1/30/13,ORL @ NYK,L,241,97,38,77,49.4,7,26,26.9,14,16,87.5,8,23,31,14,4,0,10,13,-16.0,0.538961038961039,0.2077922077922078,10.633772862611654
17060,TOR,1/30/13,TOR @ ATL,L,241,92,33,85,38.8,9,22,40.9,17,23,73.9,15,37,52,16,6,5,17,18,-1.0,0.4411764705882353,0.27058823529411763,15.162326079200856
17066,LAL,1/30/13,LAL @ PHX,L,239,86,33,78,42.3,8,27,29.6,12,19,63.2,11,35,46,19,7,4,19,16,-6.0,0.47435897435897434,0.24358974358974358,18.0334092634776
17068,MIA,1/30/13,MIA @ BKN,W,239,105,43,83,51.8,11,19,57.9,8,14,57.1,13,25,38,21,10,3,13,20,20.0,0.5843373493975904,0.1686746987951807,12.725137039937353
17069,HOU,1/30/13,HOU @ DEN,L,241,110,39,81,48.1,8,27,29.6,24,35,68.6,10,32,42,22,11,6,21,29,-8.0,0.5308641975308642,0.43209876543209874,17.88756388415673
17071,CHA,1/30/13,CHA @ SAS,L,240,78,30,73,41.1,4,19,21.1,14,17,82.4,9,23,32,13,12,2,23,16,-24.0,0.4383561643835616,0.2328767123287671,22.226517201391573
17073,CHI,1/30/13,CHI @ MIL,W,240,104,45,91,49.5,4,13,30.8,10,13,76.9,15,30,45,27,10,5,11,22,16.0,0.5164835164835165,0.14285714285714285,10.211659858893428
17074,NOH,1/30/13,NOH @ UTA,L,239,99,37,78,47.4,8,22,36.4,17,28,60.7,10,33,43,22,5,7,12,32,-5.0,0.5256410256410257,0.358974358974359,11.727912431587178
17075,LAC,1/30/13,LAC @ MIN,W,239,96,35,76,46.1,3,9,33.3,23,36,63.9,14,31,45,16,11,4,15,18,6.0,0.48026315789473684,0.47368421052631576,14.039685511044553
17077,DET,1/30/13,DET @ IND,L,240,79,32,88,36.4,3,18,16.7,12,27,44.4,16,28,44,11,8,10,13,17,-19.0,0.3806818181818182,0.3068181818181818,11.51665485471297
17078,WAS,1/30/13,WAS @ PHI,L,240,84,30,75,40.0,7,22,31.8,17,21,81.0,8,38,46,22,5,6,18,15,-8.0,0.44666666666666666,0.28,17.605633802816904
17079,SAC,1/30/13,SAC @ BOS,L,239,81,29,73,39.7,6,17,35.3,17,26,65.4,11,27,38,13,11,1,18,19,-18.0,0.4383561643835616,0.3561643835616438,17.57126122608356
17080,NOH,1/29/13,NOH @ LAL,L,241,106,39,92,42.4,9,19,47.4,19,21,90.5,8,29,37,21,8,0,9,25,-5.0,0.47282608695652173,0.22826086956521738,8.16400580551524
17082,DAL,1/29/13,DAL @ POR,L,240,104,42,84,50.0,8,15,53.3,12,15,80.0,10,30,40,31,8,2,16,21,-2.0,0.5476190476190477,0.17857142857142858,15.0093808630394
17084,GSW,1/29/13,GSW @ CLE,W,240,108,45,84,53.6,11,16,68.8,7,10,70.0,7,32,39,31,8,9,14,23,13.0,0.6011904761904762,0.11904761904761904,13.671875
17086,MIL,1/29/13,MIL @ DET,W,241,117,46,98,46.9,11,23,47.8,14,22,63.6,21,27,48,28,13,8,10,21,27.0,0.5255102040816326,0.22448979591836735,8.497620666213459
17090,MEM,1/28/13,MEM @ PHI,W,239,103,40,73,54.8,8,13,61.5,15,19,78.9,9,29,38,26,6,4,17,15,3.0,0.6027397260273972,0.2602739726027397,17.28344855632371
17093,GSW,1/28/13,GSW @ TOR,W,240,114,46,86,53.5,6,15,40.0,16,20,80.0,13,36,49,22,4,8,13,19,12.0,0.5697674418604651,0.23255813953488372,12.059369202226346
17094,CHA,1/28/13,CHA @ CHI,L,241,85,32,81,39.5,6,12,50.0,15,21,71.4,11,30,41,12,3,5,10,20,-8.0,0.43209876543209874,0.25925925925925924,9.976057462090983
17096,SAC,1/28/13,SAC @ WAS,W,239,96,36,82,43.9,9,23,39.1,15,25,60.0,7,28,35,24,14,3,10,19,2.0,0.49390243902439024,0.3048780487804878,9.70873786407767
17097,ORL,1/28/13,ORL @ BKN,L,240,77,32,79,40.5,6,27,22.2,7,9,77.8,11,25,36,24,9,5,15,12,-20.0,0.4430379746835443,0.11392405063291139,15.312372396896693
17099,HOU,1/28/13,HOU @ UTA,W,242,125,47,89,52.8,16,34,47.1,15,18,83.3,10,34,44,27,12,4,5,18,45.0,0.6179775280898876,0.20224719101123595,4.9058084772370485
17101,IND,1/28/13,IND @ DEN,L,240,101,39,85,45.9,11,23,47.8,12,17,70.6,16,27,43,23,6,5,18,27,-1.0,0.5235294117647059,0.2,16.29254163649529
17102,NOH,1/27/13,NOH @ MEM,W,240,91,33,77,42.9,9,20,45.0,16,23,69.6,14,29,43,20,6,7,15,19,8.0,0.487012987012987,0.2987012987012987,14.688601645123384
17104,PHX,1/27/13,PHX @ DAL,L,241,95,34,77,44.2,4,17,23.5,23,28,82.1,8,30,38,22,7,6,17,15,-15.0,0.4675324675324675,0.36363636363636365,15.989465763732131
17105,POR,1/27/13,POR @ LAC,L,240,83,29,66,43.9,3,15,20.0,22,29,75.9,9,30,39,28,9,4,19,13,-13.0,0.4621212121212121,0.4393939393939394,19.435351882160393
17108,MIA,1/27/13,MIA @ BOS,L,290,98,39,96,40.6,5,23,21.7,15,20,75.0,17,36,53,19,6,6,20,27,-2.0,0.4322916666666667,0.20833333333333334,16.025641025641026
17109,OKC,1/27/13,OKC @ LAL,L,239,96,36,81,44.4,4,16,25.0,20,26,76.9,10,29,39,24,9,6,9,26,-9.0,0.4691358024691358,0.32098765432098764,8.872239747634069
17112,ATL,1/27/13,ATL @ NYK,L,240,104,39,65,60.0,10,23,43.5,16,20,80.0,7,23,30,21,7,2,19,21,-4.0,0.676923076923077,0.3076923076923077,20.474137931034484
17114,DET,1/27/13,DET @ ORL,W,240,104,40,79,50.6,11,23,47.8,13,18,72.2,7,30,37,25,8,7,12,14,2.0,0.5759493670886076,0.22784810126582278,12.13101496158512
17117,BKN,1/26/13,BKN @ HOU,L,238,106,36,80,45.0,16,36,44.4,18,21,85.7,7,24,31,21,7,10,10,20,-13.0,0.55,0.2625,10.076582023377672
17118,CHI,1/26/13,CHI @ WAS,L,240,73,29,71,40.8,4,15,26.7,11,12,91.7,7,34,41,19,5,6,16,16,-13.0,0.43661971830985913,0.16901408450704225,17.338534893801473
17119,GSW,1/26/13,GSW @ MIL,L,241,102,39,93,41.9,13,28,46.4,11,11,100.0,12,38,50,25,8,4,15,25,-7.0,0.489247311827957,0.11827956989247312,13.293158454448777
17124,LAC,1/26/13,LAC @ POR,L,241,100,40,81,49.4,7,16,43.8,13,17,76.5,15,26,41,25,6,4,15,22,-1.0,0.5370370370370371,0.20987654320987653,14.49555469655972
17125,PHX,1/26/13,PHX @ SAS,L,242,99,41,81,50.6,6,12,50.0,11,14,78.6,9,35,44,30,4,0,15,19,-9.0,0.5432098765432098,0.1728395061728395,14.682850430696949
17128,IND,1/26/13,IND @ UTA,L,267,110,44,82,53.7,7,21,33.3,15,18,83.3,17,25,42,21,9,5,21,24,-4.0,0.5792682926829268,0.21951219512195122,18.932564010097366
17130,SAC,1/26/13,SAC @ DEN,L,241,93,37,88,42.0,8,22,36.4,11,22,50.0,13,27,40,20,8,5,19,16,-28.0,0.4659090909090909,0.25,16.283853273911554
17132,MIN,1/26/13,MIN @ CHA,L,241,101,37,77,48.1,10,20,50.0,17,23,73.9,7,23,30,23,8,4,16,24,-1.0,0.5454545454545454,0.2987012987012987,15.51590380139643
17133,CLE,1/26/13,CLE @ TOR,W,241,99,37,78,47.4,6,11,54.5,19,22,86.4,10,29,39,12,8,4,15,22,1.0,0.5128205128205128,0.28205128205128205,14.60849240358395
17135,NYK,1/26/13,NYK @ PHI,L,242,80,28,81,34.6,4,27,14.8,20,23,87.0,15,32,47,17,6,4,16,17,-17.0,0.37037037037037035,0.2839506172839506,14.936519790888722
17136,UTA,1/25/13,UTA @ LAL,L,240,84,34,81,42.0,3,14,21.4,13,16,81.3,9,21,30,16,14,4,10,14,-18.0,0.4382716049382716,0.19753086419753085,10.199918400652793
17137,OKC,1/25/13,OKC @ SAC,W,241,105,37,76,48.7,6,23,26.1,25,30,83.3,8,39,47,27,10,6,20,20,10.0,0.5263157894736842,0.39473684210526316,18.315018315018314
17139,MIL,1/25/13,MIL @ CLE,L,240,108,43,92,46.7,14,28,50.0,8,13,61.5,11,30,41,34,6,6,17,20,-5.0,0.5434782608695652,0.14130434782608695,14.818688981868899
17141,BOS,1/25/13,BOS @ ATL,L,289,111,42,93,45.2,7,19,36.8,20,20,100.0,10,38,48,28,8,1,21,30,-12.0,0.489247311827957,0.21505376344086022,17.100977198697066
17142,GSW,1/25/13,GSW @ CHI,L,241,87,27,78,34.6,4,19,21.1,29,33,87.9,10,27,37,12,6,5,11,19,-16.0,0.3717948717948718,0.4230769230769231,10.62596599690881
17145,BKN,1/25/13,BKN @ MEM,L,240,77,29,71,40.8,3,17,17.6,16,25,64.0,9,28,37,16,6,8,14,11,-24.0,0.4295774647887324,0.352112676056338,14.583333333333334
17146,SAS,1/25/13,SAS @ DAL,W,241,113,43,89,48.3,9,23,39.1,18,24,75.0,8,38,46,29,11,1,15,17,6.0,0.5337078651685393,0.2696629213483146,13.093575418994414
17150,HOU,1/25/13,HOU @ NOH,W,240,100,34,71,47.9,11,21,52.4,21,26,80.8,13,31,44,23,8,7,21,24,18.0,0.5563380281690141,0.36619718309859156,20.301624129930396
17154,MIN,1/25/13,MIN @ WAS,L,240,101,39,88,44.3,3,14,21.4,20,33,60.6,22,26,48,27,8,2,16,20,-13.0,0.4602272727272727,0.375,13.499831252109349
17155,DET,1/25/13,DET @ MIA,L,242,88,34,72,47.2,4,12,33.3,16,23,69.6,12,23,35,11,9,2,18,18,-22.0,0.5,0.3194444444444444,17.97842588893328
17156,TOR,1/24/13,TOR @ ORL,W,241,97,39,78,50.0,4,16,25.0,15,19,78.9,7,31,38,25,3,7,10,20,2.0,0.5256410256410257,0.24358974358974358,10.377750103777501
17157,NYK,1/24/13,NYK @ BOS,W,241,89,32,83,38.6,8,28,28.6,17,20,85.0,11,38,49,12,7,5,10,23,3.0,0.43373493975903615,0.24096385542168675,9.82318271119843
17160,LAC,1/24/13,LAC @ PHX,L,240,88,33,83,39.8,6,18,33.3,16,26,61.5,14,31,45,20,5,4,15,25,-5.0,0.43373493975903615,0.3132530120481928,13.706140350877194
17162,BKN,1/23/13,BKN @ MIN,W,240,91,37,84,44.0,6,20,30.0,11,16,68.8,14,31,45,19,9,4,14,16,8.0,0.47619047619047616,0.19047619047619047,13.328255902513328
17164,IND,1/23/13,IND @ POR,L,240,80,30,80,37.5,6,23,26.1,14,17,82.4,10,24,34,16,8,2,13,20,-20.0,0.4125,0.2125,12.937898089171973
17165,LAL,1/23/13,LAL @ MEM,L,240,93,31,73,42.5,7,17,41.2,24,32,75.0,7,27,34,15,5,8,15,13,-13.0,0.4726027397260274,0.4383561643835616,14.694357366771161
17169,WAS,1/23/13,WAS @ UTA,L,240,88,31,86,36.0,7,18,38.9,19,26,73.1,12,39,51,20,9,7,15,19,-4.0,0.4011627906976744,0.3023255813953488,13.340448239060832
17170,DEN,1/23/13,DEN @ HOU,W,241,105,40,86,46.5,8,21,38.1,17,25,68.0,11,30,41,22,13,8,14,12,8.0,0.5116279069767442,0.29069767441860467,12.612612612612612
17172,NOH,1/23/13,NOH @ SAS,L,240,102,38,81,46.9,10,17,58.8,16,23,69.6,10,36,46,24,6,4,13,20,-4.0,0.5308641975308642,0.2839506172839506,12.485593545908566
17176,DET,1/23/13,DET @ CHI,L,240,82,34,82,41.5,4,13,30.8,10,14,71.4,13,24,37,20,6,4,12,22,-3.0,0.43902439024390244,0.17073170731707318,11.980830670926517
17178,PHX,1/23/13,PHX @ SAC,W,240,106,43,90,47.8,6,19,31.6,14,16,87.5,10,20,30,30,14,4,11,22,10.0,0.5111111111111111,0.17777777777777778,10.18141429100333
17180,OKC,1/23/13,OKC @ GSW,L,240,99,36,78,46.2,5,16,31.3,22,27,81.5,9,30,39,20,9,7,19,20,-5.0,0.4935897435897436,0.34615384615384615,17.450404114621605
17182,TOR,1/23/13,TOR @ MIA,L,266,116,44,88,50.0,14,31,45.2,14,18,77.8,7,21,28,26,8,1,8,30,-7.0,0.5795454545454546,0.20454545454545456,7.698229407236336
17183,ATL,1/23/13,ATL @ CHA,W,240,104,43,87,49.4,12,25,48.0,6,12,50.0,13,32,45,31,7,6,16,22,12.0,0.5632183908045977,0.13793103448275862,14.776505356483192
17184,PHI,1/22/13,PHI @ MIL,L,240,102,42,95,44.2,8,16,50.0,10,13,76.9,19,27,46,29,6,3,16,22,-8.0,0.4842105263157895,0.1368421052631579,13.708019191226867
17185,ORL,1/22/13,ORL @ DET,L,240,90,38,84,45.2,8,20,40.0,6,8,75.0,6,35,41,27,4,2,13,20,-15.0,0.5,0.09523809523809523,12.932749701551929
17186,BOS,1/22/13,BOS @ CLE,L,241,90,32,84,38.1,7,17,41.2,19,22,86.4,16,32,48,24,5,8,16,18,-5.0,0.4226190476190476,0.2619047619047619,14.587892049598834
17189,OKC,1/22/13,OKC @ LAC,W,242,109,41,78,52.6,15,27,55.6,12,14,85.7,10,27,37,24,6,4,16,26,12.0,0.6217948717948718,0.1794871794871795,15.974440894568689
17192,SAS,1/21/13,SAS @ PHI,W,240,90,34,81,42.0,3,18,16.7,19,26,73.1,9,38,47,22,8,3,14,12,5.0,0.4382716049382716,0.32098765432098764,13.15295001878993
17196,IND,1/21/13,IND @ MEM,W,240,82,34,69,49.3,8,17,47.1,6,11,54.5,9,25,34,22,8,11,20,14,1.0,0.5507246376811594,0.15942028985507245,21.312872975277067
17197,MIN,1/21/13,MIN @ ATL,L,239,96,36,74,48.6,5,14,35.7,19,26,73.1,10,20,30,24,12,6,17,21,-8.0,0.5202702702702703,0.35135135135135137,16.595080046856697
17199,SAC,1/21/13,SAC @ NOH,L,239,105,38,81,46.9,3,15,20.0,26,32,81.3,12,24,36,18,5,1,10,22,-9.0,0.4876543209876543,0.3950617283950617,9.51655881233346
17201,WAS,1/21/13,WAS @ POR,W,240,98,39,84,46.4,8,19,42.1,12,17,70.6,11,33,44,23,6,1,15,18,3.0,0.5119047619047619,0.20238095238095238,14.087152516904583
17202,HOU,1/21/13,HOU @ CHA,W,239,100,29,74,39.2,10,29,34.5,32,41,78.0,11,36,47,20,7,3,13,23,6.0,0.4594594594594595,0.5540540540540541,12.376237623762378
17204,LAC,1/21/13,LAC @ GSW,L,239,99,38,83,45.8,11,30,36.7,12,22,54.5,10,29,39,32,10,5,14,16,-7.0,0.5240963855421686,0.26506024096385544,13.123359580052494
17205,LAL,1/21/13,LAL @ CHI,L,241,83,32,81,39.5,3,17,17.6,16,23,69.6,15,35,50,15,5,9,15,16,-12.0,0.41358024691358025,0.2839506172839506,14.13494157557482
17209,BKN,1/21/13,BKN @ NYK,W,238,88,31,74,41.9,12,24,50.0,14,20,70.0,12,40,52,23,3,4,19,22,3.0,0.5,0.2702702702702703,18.664047151277014
17210,BOS,1/20/13,BOS @ DET,L,239,88,33,83,39.8,4,15,26.7,18,25,72.0,11,31,42,22,13,4,18,33,-15.0,0.42168674698795183,0.30120481927710846,16.071428571428573
17212,DAL,1/20/13,DAL @ ORL,W,241,111,45,90,50.0,8,15,53.3,13,15,86.7,10,33,43,29,9,7,8,13,6.0,0.5444444444444444,0.16666666666666666,7.648183556405354
17213,OKC,1/20/13,OKC @ DEN,L,266,118,35,76,46.1,8,24,33.3,40,48,83.3,11,28,39,22,10,5,23,28,-3.0,0.5131578947368421,0.631578947368421,19.147519147519144
17217,LAL,1/20/13,LAL @ TOR,L,241,103,38,88,43.2,9,27,33.3,18,21,85.7,12,25,37,20,7,4,13,15,-5.0,0.48295454545454547,0.23863636363636365,11.79245283018868
17224,HOU,1/19/13,HOU @ MIN,L,239,79,25,78,32.1,8,31,25.8,21,28,75.0,21,22,43,14,8,2,20,29,-13.0,0.3717948717948718,0.358974358974359,18.12907904278463
17226,CLE,1/19/13,CLE @ UTA,L,240,98,34,83,41.0,6,21,28.6,24,30,80.0,12,28,40,20,3,6,9,18,-11.0,0.4457831325301205,0.3614457831325301,8.555133079847907
17227,SAC,1/19/13,SAC @ CHA,W,240,97,37,81,45.7,5,18,27.8,18,21,85.7,10,29,39,24,6,2,11,27,4.0,0.4876543209876543,0.25925925925925924,10.865270644014224
17228,SAS,1/19/13,SAS @ ATL,W,241,98,41,86,47.7,8,24,33.3,8,11,72.7,5,34,39,21,8,4,8,15,5.0,0.5232558139534884,0.12790697674418605,8.093889113719142
17229,MIL,1/19/13,MIL @ POR,W,240,110,39,88,44.3,6,18,33.3,26,32,81.3,10,33,43,26,12,4,14,22,6.0,0.4772727272727273,0.36363636363636365,12.060647829083392
