,Target
8598,0
8599,0
8600,0
8601,1
8602,1
8603,0
8604,0
8605,0
8606,1
8607,1
8608,1
8609,1
8610,1
8611,0
8612,0
8613,0
8614,0
8615,1
8616,1
8617,0
8618,1
8619,0
8620,1
8621,0
8622,0
8623,0
8624,0
8625,1
8626,1
8627,1
8628,1
8629,0
8630,1
8631,1
8632,0
8633,0
8634,0
8635,0
8636,1
8637,1
8638,1
8639,1
8640,0
8641,1
8642,0
8643,1
8644,0
8645,1
8646,0
8647,0
8648,1
8649,0
8650,1
8651,0
8652,1
8653,1
8654,1
8655,1
8656,1
8657,0
8658,1
8659,0
8660,0
8661,0
8662,0
8663,1
8664,1
8665,1
8666,0
8667,0
8668,1
8669,0
8670,0
8671,1
8672,0
8673,1
8674,0
8675,1
8676,1
8677,1
8678,0
8679,0
8680,0
8681,0
8682,1
8683,1
8684,0
8685,1
8686,1
8687,0
8688,1
8689,1
8690,0
8691,0
8692,0
8693,0
8694,0
8695,1
8696,1
8697,1
8698,0
8699,0
8700,1
8701,0
8702,0
8703,0
8704,1
8705,0
8706,1
8707,1
8708,0
8709,1
8710,0
8711,1
8712,1
8713,0
8714,1
8715,0
8716,1
8717,1
8718,0
8719,0
8720,1
8721,0
8722,1
8723,1
8724,1
8725,1
8726,1
8727,1
8728,1
8729,0
8730,0
8731,0
8732,0
8733,1
8734,0
8735,0
8736,1
8737,0
8738,0
8739,1
8740,0
8741,0
8742,0
8743,1
8744,1
8745,0
8746,0
8747,1
8748,1
8749,1
8750,0
8751,0
8752,0
8753,1
8754,1
8755,1
8756,1
8757,0
8758,0
8759,0
8760,1
8761,1
8762,0
8763,1
8764,0
8765,0
8766,0
8767,0
8768,1
8769,1
8770,1
8771,0
8772,0
8773,1
8774,1
8775,0
8776,0
8777,0
8778,0
8779,1
8780,1
8781,1
8782,1
8783,0
8784,1
8785,1
8786,1
8787,1
8788,1
8789,0
8790,0
8791,1
8792,0
8793,0
8794,0
8795,0
8796,1
8797,1
8798,1
8799,0
8800,0
8801,0
8802,1
8803,1
8804,0
8805,1
8806,1
8807,1
8808,0
8809,0
8810,1
8811,0
8812,0
8813,1
8814,0
8815,0
8816,0
8817,1
8818,0
8819,1
8820,0
8821,0
8822,1
8823,1
8824,1
8825,0
8826,1
8827,0
8828,1
8829,0
8830,1
8831,0
8832,1
8833,0
8834,0
8835,1
8836,0
8837,1
8838,1
8839,0
8840,0
8841,1
8842,1
8843,1
8844,1
8845,1
8846,1
8847,0
8848,1
8849,0
8850,0
8851,0
8852,0
8853,0
8854,0
8855,1
8856,1
8857,0
8858,0
8859,1
8860,0
8861,1
8862,1
8863,1
8864,0
8865,0
8866,1
8867,1
8868,1
8869,1
8870,0
8871,0
8872,1
8873,0
8874,1
8875,0
8876,0
8877,1
8878,1
8879,0
8880,0
8881,1
8882,0
8883,0
8884,1
8885,1
8886,0
8887,1
8888,1
8889,0
8890,0
8891,1
8892,1
8893,0
8894,1
8895,0
8896,1
8897,1
8898,1
8899,0
8900,0
8901,0
8902,0
8903,0
8904,1
8905,1
8906,0
8907,0
8908,1
8909,1
8910,0
8911,1
8912,0
8913,1
8914,0
8915,0
8916,1
8917,0
8918,1
8919,0
8920,1
8921,0
8922,1
8923,0
8924,1
8925,1
8926,1
8927,1
8928,0
8929,1
8930,1
8931,1
8932,1
8933,0
8934,0
8935,0
8936,0
8937,0
8938,0
8939,0
8940,1
8941,1
8942,1
8943,0
8944,0
8945,1
8946,0
8947,0
8948,0
8949,0
8950,1
8951,1
8952,1
8953,1
8954,0
8955,0
8956,1
8957,0
8958,1
8959,1
8960,0
8961,0
8962,0
8963,0
8964,1
8965,1
8966,0
8967,1
8968,1
8969,0
8970,1
8971,0
8972,1
8973,0
8974,1
8975,1
8976,1
8977,0
8978,0
8979,0
8980,1
8981,0
8982,0
8983,1
8984,1
8985,0
8986,1
8987,1
8988,0
8989,1
8990,1
8991,0
8992,0
8993,0
8994,0
8995,1
8996,0
8997,0
8998,0
8999,1
9000,1
9001,1
9002,1
9003,1
9004,0
9005,1
9006,0
9007,1
9008,0
9009,0
9010,1
9011,0
9012,1
9013,0
9014,1
9015,1
9016,0
9017,1
9018,0
9019,0
9020,1
9021,1
9022,0
9023,0
9024,1
9025,0
9026,0
9027,0
9028,1
9029,0
9030,1
9031,1
9032,1
9033,0
9034,1
9035,0
9036,1
9037,0
9038,0
9039,1
9040,1
9041,0
9042,1
9043,0
9044,0
9045,1
9046,1
9047,0
9048,0
9049,1
9050,1
9051,1
9052,0
9053,1
9054,0
9055,0
9056,0
9057,1
9058,1
9059,0
9060,1
9061,1
9062,1
9063,0
9064,1
9065,1
9066,1
9067,0
9068,1
9069,0
9070,0
9071,1
9072,0
9073,0
9074,0
9075,0
9076,0
9077,1
9078,1
9079,1
9080,0
9081,0
9082,0
9083,1
9084,0
9085,0
9086,1
9087,1
9088,1
9089,1
9090,1
9091,1
9092,0
9093,0
9094,0
9095,1
9096,1
9097,0
9098,0
9099,1
9100,0
9101,0
9102,0
9103,1
9104,1
9105,0
9106,0
9107,1
9108,1
9109,1
9110,1
9111,1
9112,0
9113,1
9114,1
9115,1
9116,0
9117,0
9118,0
9119,1
9120,0
9121,1
9122,1
9123,0
9124,0
9125,0
9126,0
9127,1
9128,0
9129,1
9130,1
9131,0
9132,0
9133,0
9134,1
9135,1
9136,1
9137,0
9138,0
9139,1
9140,1
9141,0
9142,0
9143,1
9144,1
9145,1
9146,1
9147,0
9148,0
9149,1
9150,0
9151,0
9152,0
9153,0
9154,1
9155,1
9156,0
9157,1
9158,1
9159,0
9160,1
9161,0
9162,1
9163,0
9164,1
9165,0
9166,0
9167,1
9168,0
9169,0
9170,1
9171,1
9172,0
9173,0
9174,1
9175,0
9176,1
9177,0
9178,1
9179,0
9180,1
9181,1
9182,0
9183,1
9184,1
9185,1
9186,1
9187,1
9188,0
9189,0
9190,0
9191,1
9192,1
9193,1
9194,0
9195,0
9196,0
9197,0
9198,1
9199,0
9200,1
9201,0
9202,0
9203,0
9204,1
9205,1
9206,0
9207,0
9208,0
9209,1
9210,1
9211,1
9212,1
9213,0
9214,1
9215,0
9216,1
9217,1
9218,1
9219,0
9220,1
9221,0
9222,0
9223,0
9224,0
9225,1
9226,0
9227,0
9228,0
9229,1
9230,1
9231,0
9232,1
9233,0
9234,0
9235,1
9236,0
9237,1
9238,1
9239,1
9240,1
9241,0
9242,0
9243,0
9244,1
9245,0
9246,1
9247,1
9248,0
9249,0
9250,0
9251,1
9252,1
9253,1
9254,1
9255,0
9256,0
9257,0
9258,1
9259,1
9260,0
9261,0
9262,1
9263,1
9264,0
9265,1
9266,0
9267,0
9268,1
9269,0
9270,1
9271,0
9272,1
9273,1
9274,1
9275,0
9276,1
9277,1
9278,0
9279,0
9280,0
9281,0
9282,1
9283,0
9284,0
9285,1
9286,1
9287,1
9288,0
9289,1
9290,1
9291,0
9292,0
9293,1
9294,0
9295,0
9296,1
9297,0
9298,1
9299,1
9300,0
9301,0
9302,0
9303,1
9304,1
9305,1
9306,1
9307,1
9308,1
9309,0
9310,1
9311,0
9312,0
9313,0
9314,0
9315,1
9316,0
9317,0
9318,1
9319,1
9320,0
9321,1
9322,1
9323,1
9324,1
9325,0
9326,0
9327,1
9328,0
9329,0
9330,0
9331,1
9332,0
9333,0
9334,1
9335,1
9336,0
9337,0
9338,0
9339,0
9340,0
9341,1
9342,0
9343,1
9344,1
9345,1
9346,1
9347,0
9348,0
9349,0
9350,1
9351,1
9352,0
9353,1
9354,0
9355,1
9356,1
9357,1
9358,0
9359,0
9360,1
9361,0
9362,1
9363,1
9364,1
9365,1
9366,1
9367,0
9368,0
9369,1
9370,0
9371,0
9372,1
9373,0
9374,0
9375,0
9376,0
9377,1
9378,1
9379,1
9380,0
9381,0
9382,1
9383,0
9384,1
9385,1
9386,0
9387,1
9388,0
9389,0
9390,1
9391,0
9392,1
9393,1
9394,0
9395,0
9396,0
9397,0
9398,1
9399,1
9400,0
9401,1
9402,1
9403,0
9404,0
9405,1
9406,0
9407,0
9408,1
9409,0
9410,0
9411,1
9412,1
9413,1
9414,0
9415,1
9416,1
9417,0
9418,1
9419,1
9420,0
9421,0
9422,1
9423,1
9424,0
9425,1
9426,0
9427,1
9428,0
9429,1
9430,0
9431,1
9432,0
9433,1
9434,1
9435,0
9436,1
9437,1
9438,0
9439,1
9440,0
9441,0
9442,0
9443,0
9444,1
9445,1
9446,1
9447,0
9448,0
9449,0
9450,1
9451,1
9452,1
9453,0
9454,0
9455,0
9456,0
9457,1
9458,0
9459,0
9460,1
9461,0
9462,1
9463,1
9464,1
9465,0
9466,1
9467,1
9468,0
9469,1
9470,0
9471,0
9472,1
9473,1
9474,0
9475,0
9476,0
9477,1
9478,1
9479,1
9480,0
9481,0
9482,1
9483,0
9484,1
9485,0
9486,1
9487,1
9488,1
9489,0
9490,0
9491,1
9492,0
9493,0
9494,1
9495,0
9496,1
9497,1
9498,0
9499,1
9500,0
9501,1
9502,0
9503,0
9504,1
9505,0
9506,0
9507,1
9508,0
9509,1
9510,1
9511,1
9512,0
9513,1
9514,1
9515,1
9516,0
9517,0
9518,0
9519,0
9520,1
9521,0
9522,1
9523,1
9524,1
9525,0
9526,0
9527,0
9528,0
9529,0
9530,1
9531,1
9532,1
9533,1
9534,1
9535,1
9536,0
9537,0
9538,0
9539,0
9540,1
9541,1
9542,0
9543,1
9544,1
9545,1
9546,0
9547,0
9548,0
9549,0
9550,1
9551,1
9552,0
9553,1
9554,1
9555,0
9556,1
9557,0
9558,0
9559,0
9560,1
9561,1
9562,0
9563,1
9564,1
9565,1
9566,0
9567,0
9568,0
9569,0
9570,0
9571,1
9572,1
9573,1
9574,0
9575,0
9576,1
9577,0
9578,1
9579,1
9580,0
9581,1
9582,0
9583,0
9584,1
9585,0
9586,1
9587,1
9588,0
9589,1
9590,0
9591,0
9592,0
9593,1
9594,0
9595,1
9596,1
9597,1
9598,0
9599,1
9600,0
9601,0
9602,1
9603,0
9604,1
9605,0
9606,1
9607,0
9608,0
9609,1
9610,0
9611,1
9612,1
9613,1
9614,0
9615,0
9616,0
9617,1
9618,1
9619,0
9620,1
9621,0
9622,1
9623,1
9624,0
9625,0
9626,1
9627,0
9628,1
9629,0
9630,0
9631,1
9632,1
9633,0
9634,0
9635,1
9636,1
9637,0
9638,1
9639,1
9640,1
9641,0
9642,1
9643,0
9644,1
9645,0
9646,0
9647,1
9648,0
9649,0
9650,1
9651,0
9652,1
9653,0
9654,0
9655,1
9656,1
9657,0
9658,1
9659,0
9660,1
9661,0
9662,0
9663,1
9664,1
9665,0
9666,1
9667,0
9668,1
9669,0
9670,1
9671,1
9672,0
9673,1
9674,0
9675,1
9676,0
9677,1
9678,0
9679,1
9680,0
9681,1
9682,1
9683,1
9684,0
9685,1
9686,0
9687,1
9688,1
9689,1
9690,1
9691,1
9692,0
9693,0
9694,0
9695,0
9696,0
9697,0
9698,0
9699,1
9700,1
9701,0
9702,1
9703,0
9704,0
9705,0
9706,1
9707,0
9708,1
9709,1
9710,0
9711,1
9712,0
9713,0
9714,0
9715,0
9716,0
9717,1
9718,1
9719,0
9720,1
9721,1
9722,1
9723,0
9724,1
9725,1
9726,0
9727,0
9728,1
9729,1
9730,0
9731,1
9732,0
9733,0
9734,0
9735,0
9736,1
9737,0
9738,1
9739,1
9740,1
9741,0
9742,1
9743,0
9744,0
9745,0
9746,1
9747,1
9748,0
9749,1
9750,1
9751,1
9752,0
9753,0
9754,0
9755,0
9756,1
9757,1
9758,1
9759,1
9760,0
9761,0
9762,0
9763,0
9764,1
9765,1
9766,0
9767,1
9768,0
9769,1
9770,1
9771,0
9772,1
9773,0
9774,1
9775,0
9776,1
9777,0
9778,1
9779,1
9780,0
9781,1
9782,0
9783,0
9784,1
9785,1
9786,0
9787,1
9788,0
9789,1
9790,0
9791,1
9792,1
9793,0
9794,1
9795,0
9796,0
9797,1
9798,1
9799,0
9800,0
9801,0
9802,1
9803,1
9804,0
9805,0
9806,0
9807,1
9808,1
9809,0
9810,1
9811,1
9812,0
9813,1
9814,0
9815,1
9816,0
9817,0
9818,0
9819,1
9820,1
9821,0
9822,1
9823,0
9824,1
9825,1
9826,0
9827,0
9828,0
9829,1
9830,0
9831,0
9832,1
9833,1
9834,0
9835,0
9836,0
9837,1
9838,1
9839,0
9840,1
9841,1
9842,0
9843,1
9844,1
9845,1
9846,0
9847,0
9848,1
9849,0
9850,1
9851,0
9852,0
9853,1
9854,1
9855,1
9856,0
9857,0
9858,1
9859,1
9860,1
9861,0
9862,1
9863,0
9864,1
9865,0
9866,1
9867,0
9868,0
9869,0
9870,1
9871,0
9872,1
9873,1
9874,0
9875,0
9876,1
9877,0
9878,0
9879,1
9880,0
9881,0
9882,1
9883,1
9884,1
9885,0
9886,1
9887,0
9888,0
9889,1
9890,1
9891,0
9892,1
9893,0
9894,0
9895,1
9896,0
9897,1
9898,1
9899,0
9900,0
9901,1
9902,1
9903,1
9904,1
9905,0
9906,1
9907,0
9908,1
9909,0
9910,0
9911,0
9912,1
9913,0
9914,0
9915,1
9916,1
9917,1
9918,0
9919,0
9920,0
9921,1
9922,1
9923,1
9924,0
9925,0
9926,0
9927,0
9928,1
9929,1
9930,1
9931,0
9932,1
9933,0
9934,0
9935,1
9936,1
9937,0
9938,1
9939,1
9940,1
9941,0
9942,0
9943,0
9944,1
9945,1
9946,0
9947,0
9948,1
9949,1
9950,0
9951,1
9952,0
9953,1
9954,1
9955,0
9956,0
9957,1
9958,0
9959,0
9960,0
9961,0
9962,1
9963,1
9964,1
9965,1
9966,1
9967,1
9968,0
9969,0
9970,0
9971,0
9972,1
9973,1
9974,0
9975,1
9976,0
9977,1
9978,1
9979,0
9980,0
9981,0
9982,1
9983,1
9984,1
9985,0
9986,0
9987,1
9988,0
9989,0
9990,1
9991,0
9992,1
9993,1
9994,1
9995,1
9996,0
9997,1
9998,1
9999,0
10000,0
10001,0
10002,0
10003,1
10004,0
10005,1
10006,1
10007,0
10008,0
10009,0
10010,1
10011,0
10012,1
10013,1
10014,1
10015,0
10016,1
10017,0
10018,0
10019,1
10020,0
10021,0
10022,1
10023,0
10024,0
10025,0
10026,1
10027,0
10028,1
10029,1
10030,0
10031,1
10032,0
10033,1
10034,1
10035,0
10036,0
10037,0
10038,1
10039,1
10040,1
10041,0
10042,1
10043,0
10044,1
10045,1
10046,0
10047,0
10048,0
10049,1
10050,1
10051,1
10052,1
10053,0
10054,0
10055,1
10056,1
10057,0
10058,0
10059,1
10060,0
10061,0
10062,1
10063,0
10064,0
10065,0
10066,1
10067,1
10068,0
10069,0
10070,0
10071,1
10072,1
10073,1
10074,1
10075,1
10076,0
10077,1
10078,0
10079,1
10080,1
10081,0
10082,0
10083,1
10084,1
10085,0
10086,0
10087,0
10088,1
10089,0
10090,0
10091,1
10092,1
10093,0
10094,1
10095,1
10096,1
10097,1
10098,1
10099,1
10100,1
10101,1
10102,0
10103,0
10104,0
10105,0
10106,0
10107,1
10108,0
10109,0
10110,0
10111,1
10112,0
10113,1
10114,0
10115,1
10116,0
10117,0
10118,1
10119,0
10120,1
10121,1
10122,0
10123,1
10124,0
10125,1
10126,1
10127,0
10128,0
10129,1
10130,0
10131,0
10132,0
10133,1
10134,1
10135,0
10136,1
10137,0
10138,0
10139,1
10140,0
10141,0
10142,1
10143,0
10144,1
10145,1
10146,1
10147,0
10148,1
10149,1
10150,0
10151,1
10152,1
10153,1
10154,0
10155,1
10156,0
10157,0
10158,0
10159,1
10160,0
10161,1
10162,0
10163,1
10164,1
10165,1
10166,0
10167,1
10168,0
10169,0
10170,0
10171,0
10172,1
10173,0
10174,1
10175,0
10176,1
10177,1
10178,0
10179,0
10180,0
10181,1
10182,1
10183,0
10184,1
10185,0
10186,0
10187,1
10188,1
10189,1
10190,0
10191,0
10192,1
10193,1
10194,1
10195,1
10196,0
10197,0
10198,1
10199,0
10200,0
10201,0
10202,0
10203,1
10204,1
10205,0
10206,0
10207,0
10208,1
10209,1
10210,1
10211,1
10212,0
10213,1
10214,0
10215,1
10216,1
10217,1
10218,1
10219,0
10220,0
10221,0
10222,0
10223,1
10224,0
10225,0
10226,0
10227,1
10228,0
10229,0
10230,0
10231,1
10232,1
10233,1
10234,1
10235,1
10236,0
10237,0
10238,0
10239,1
10240,0
10241,1
10242,1
10243,1
10244,0
10245,0
10246,0
10247,0
10248,1
10249,0
10250,1
10251,1
10252,0
10253,1
10254,0
10255,0
10256,1
10257,1
10258,1
10259,1
10260,1
10261,1
10262,0
10263,0
10264,0
10265,1
10266,0
10267,0
10268,0
10269,1
10270,0
10271,1
10272,1
10273,1
10274,1
10275,0
10276,1
10277,0
10278,0
10279,1
10280,1
10281,1
10282,1
10283,0
10284,0
10285,0
10286,1
10287,0
10288,0
10289,0
10290,1
10291,1
10292,0
10293,1
10294,0
10295,0
10296,1
10297,0
10298,0
10299,1
10300,1
10301,1
10302,0
10303,0
10304,1
10305,1
10306,1
10307,1
10308,0
10309,1
10310,0
10311,0
10312,1
10313,1
10314,0
10315,0
10316,0
10317,0
10318,1
10319,0
10320,1
10321,0
10322,1
10323,1
10324,0
10325,0
10326,0
10327,1
10328,0
10329,1
10330,0
10331,1
10332,0
10333,1
10334,0
10335,1
10336,0
10337,1
10338,0
10339,1
10340,0
10341,1
10342,1
10343,0
10344,1
10345,1
10346,1
10347,1
10348,1
10349,1
10350,0
10351,0
10352,0
10353,0
10354,0
10355,1
10356,1
10357,0
10358,0
10359,0
10360,1
10361,1
10362,1
10363,0
10364,0
10365,0
10366,1
10367,1
10368,0
10369,0
10370,1
10371,0
10372,1
10373,1
10374,1
10375,1
10376,0
10377,0
10378,0
10379,1
10380,1
10381,0
10382,1
10383,0
10384,0
10385,1
10386,0
10387,0
10388,1
10389,0
10390,1
10391,1
10392,0
10393,1
10394,1
10395,0
10396,1
10397,0
10398,0
10399,0
10400,1
10401,1
10402,0
10403,1
10404,0
10405,1
10406,1
10407,0
10408,1
10409,0
10410,1
10411,0
10412,0
10413,1
10414,0
10415,0
10416,0
10417,0
10418,1
10419,0
10420,1
10421,1
10422,1
10423,0
10424,1
10425,1
10426,1
10427,0
10428,1
10429,1
10430,0
10431,0
10432,0
10433,0
10434,1
10435,0
10436,0
10437,1
10438,1
10439,1
10440,0
10441,1
10442,1
10443,1
10444,0
10445,0
10446,0
10447,0
10448,1
10449,0
10450,1
10451,0
10452,1
10453,1
10454,0
10455,0
10456,0
10457,1
10458,1
10459,0
10460,0
10461,1
10462,1
10463,0
10464,1
10465,1
10466,1
10467,0
10468,0
10469,1
10470,0
10471,1
10472,1
10473,0
10474,1
10475,0
10476,0
10477,0
10478,0
10479,1
10480,0
10481,1
10482,1
10483,1
10484,1
10485,0
10486,1
10487,0
10488,0
10489,1
10490,0
10491,0
10492,1
10493,1
10494,0
10495,1
10496,0
10497,1
10498,0
10499,1
10500,0
10501,0
10502,1
10503,1
10504,0
10505,0
10506,1
10507,1
10508,1
10509,1
10510,0
10511,0
10512,1
10513,1
10514,0
10515,1
10516,0
10517,1
10518,0
10519,0
10520,1
10521,0
10522,0
10523,1
10524,0
10525,1
10526,0
10527,1
10528,1
10529,1
10530,0
10531,1
10532,0
10533,0
10534,0
10535,1
10536,0
10537,1
10538,0
10539,0
10540,0
10541,1
10542,1
10543,0
10544,1
10545,0
10546,0
10547,1
10548,0
10549,1
10550,1
10551,1
10552,0
10553,1
10554,1
10555,0
10556,0
10557,1
10558,0
10559,0
10560,1
10561,1
10562,1
10563,1
10564,0
10565,1
10566,0
10567,1
10568,0
10569,0
10570,1
10571,1
10572,0
10573,0
10574,0
10575,1
10576,0
10577,0
10578,0
10579,1
10580,1
10581,0
10582,0
10583,1
10584,0
10585,0
10586,1
10587,0
10588,0
10589,1
10590,1
10591,0
10592,1
10593,1
10594,0
10595,0
10596,1
10597,1
10598,1
10599,1
10600,0
10601,1
10602,0
10603,1
10604,0
10605,0
10606,1
10607,1
10608,1
10609,0
10610,1
10611,0
10612,0
10613,1
10614,1
10615,0
10616,1
10617,1
10618,1
10619,0
10620,1
10621,0
10622,0
10623,0
10624,0
10625,1
10626,0
10627,1
10628,0
10629,0
10630,0
10631,1
10632,0
10633,0
10634,1
10635,1
10636,0
10637,1
10638,1
10639,0
10640,1
10641,0
10642,0
10643,1
10644,0
10645,1
10646,0
10647,1
10648,0
10649,0
10650,1
10651,1
10652,1
10653,0
10654,1
10655,1
10656,0
10657,1
10658,0
10659,1
10660,1
10661,0
10662,0
10663,0
10664,1
10665,0
10666,1
10667,1
10668,0
10669,0
10670,1
10671,1
10672,0
10673,1
10674,0
10675,1
10676,1
10677,0
10678,1
10679,0
10680,0
10681,1
10682,0
10683,0
10684,1
10685,1
10686,1
10687,0
10688,1
10689,1
10690,0
10691,0
10692,1
10693,1
10694,0
10695,0
10696,0
10697,0
10698,1
10699,0
10700,1
10701,0
10702,1
10703,0
10704,0
10705,1
10706,1
10707,1
10708,0
10709,0
10710,1
10711,0
10712,1
10713,0
10714,1
10715,1
10716,1
10717,1
10718,0
10719,0
10720,0
10721,1
10722,0
10723,0
10724,1
10725,0
10726,1
10727,0
10728,1
10729,1
10730,0
10731,1
10732,1
10733,0
10734,0
10735,1
10736,0
10737,0
10738,1
10739,0
10740,1
10741,0
10742,0
10743,1
10744,0
10745,0
10746,1
10747,0
10748,1
10749,1
10750,0
10751,0
10752,1
10753,1
10754,1
10755,0
10756,0
10757,1
10758,0
10759,1
10760,1
10761,1
10762,1
10763,0
10764,1
10765,0
10766,1
10767,0
10768,0
10769,0
10770,1
10771,1
10772,0
10773,0
10774,1
10775,1
10776,0
10777,1
10778,0
10779,1
10780,0
10781,1
10782,0
10783,1
10784,1
10785,0
10786,1
10787,1
10788,1
10789,0
10790,1
10791,0
10792,1
10793,0
10794,0
10795,0
10796,0
10797,0
10798,0
10799,1
10800,0
10801,0
10802,1
10803,1
10804,1
10805,1
10806,1
10807,1
10808,0
10809,0
10810,1
10811,0
10812,0
10813,1
10814,1
10815,1
10816,0
10817,0
10818,0
10819,0
10820,1
10821,1
10822,0
10823,1
10824,1
10825,1
10826,0
10827,1
10828,0
10829,0
10830,0
10831,0
10832,1
10833,1
10834,1
10835,0
10836,0
10837,1
10838,1
10839,1
10840,0
10841,0
10842,0
10843,1
10844,0
10845,0
10846,0
10847,1
10848,1
10849,1
10850,0
10851,0
10852,1
10853,1
10854,0
10855,1
10856,0
10857,0
10858,1
10859,1
10860,0
10861,1
10862,0
10863,1
10864,1
10865,0
10866,1
10867,1
10868,1
10869,1
10870,1
10871,0
10872,1
10873,0
10874,0
10875,1
10876,0
10877,0
10878,0
10879,0
10880,0
10881,1
10882,1
10883,0
10884,0
10885,0
10886,1
10887,0
10888,0
10889,1
10890,1
10891,1
10892,0
10893,0
10894,1
10895,1
10896,1
10897,1
10898,0
10899,1
10900,0
10901,0
10902,0
10903,0
10904,1
10905,1
10906,0
10907,0
10908,1
10909,0
10910,1
10911,1
10912,1
10913,0
10914,0
10915,1
10916,0
10917,1
10918,0
10919,1
10920,0
10921,0
10922,1
10923,0
10924,1
10925,0
10926,1
10927,1
10928,1
10929,1
10930,0
10931,1
10932,0
10933,0
10934,0
10935,0
10936,0
10937,1
10938,1
10939,1
10940,0
10941,0
10942,1
10943,1
10944,0
10945,0
10946,0
10947,1
10948,0
10949,1
10950,0
10951,1
10952,1
10953,0
10954,1
10955,0
10956,1
10957,1
10958,0
10959,1
10960,1
10961,0
10962,0
10963,1
10964,0
10965,1
10966,0
10967,0
10968,0
10969,0
10970,1
10971,0
10972,1
10973,1
10974,0
10975,0
10976,0
10977,0
10978,1
10979,1
10980,0
10981,0
10982,1
10983,0
10984,1
10985,1
10986,1
10987,1
10988,1
10989,1
10990,0
10991,0
10992,1
10993,1
10994,0
10995,0
10996,1
10997,0
10998,1
10999,1
11000,1
11001,1
11002,1
11003,0
11004,0
11005,1
11006,0
11007,0
11008,1
11009,0
11010,1
11011,0
11012,1
11013,1
11014,0
11015,0
11016,0
11017,1
11018,0
11019,0
11020,1
11021,0
11022,1
11023,0
11024,1
11025,0
11026,1
11027,1
11028,0
11029,0
11030,1
11031,1
11032,0
11033,1
11034,0
11035,0
11036,0
11037,0
11038,1
11039,1
11040,1
11041,0
11042,1
11043,1
11044,0
11045,1
11046,0
11047,0
11048,1
11049,1
11050,1
11051,0
11052,0
11053,0
11054,1
11055,0
11056,1
11057,0
11058,0
11059,1
11060,1
11061,0
11062,1
11063,1
11064,0
11065,1
11066,0
11067,0
11068,1
11069,1
11070,0
11071,1
11072,1
11073,0
11074,0
11075,0
11076,1
11077,1
11078,0
11079,1
11080,0
11081,1
11082,1
11083,0
11084,0
11085,0
11086,1
11087,0
11088,0
11089,0
11090,1
11091,1
11092,0
11093,1
11094,0
11095,1
11096,1
11097,1
11098,0
11099,1
11100,0
11101,0
11102,0
11103,1
11104,1
11105,0
11106,0
11107,0
11108,1
11109,1
11110,1
11111,1
11112,0
11113,0
11114,1
11115,1
11116,1
11117,0
11118,0
11119,0
11120,1
11121,0
11122,1
11123,0
11124,1
11125,1
11126,0
11127,1
11128,1
11129,0
11130,1
11131,0
11132,1
11133,0
11134,0
11135,0
11136,0
11137,1
11138,0
11139,0
11140,1
11141,1
11142,0
11143,0
11144,1
11145,1
11146,1
11147,0
11148,1
11149,0
11150,0
11151,1
11152,1
11153,0
11154,1
11155,1
11156,0
11157,1
11158,0
11159,1
11160,0
11161,0
11162,1
11163,0
11164,0
11165,1
11166,0
11167,1
11168,1
11169,0
11170,1
11171,1
11172,0
11173,0
11174,1
11175,0
11176,1
11177,1
11178,0
11179,0
11180,1
11181,1
11182,1
11183,0
11184,0
11185,1
11186,1
11187,0
11188,0
11189,1
11190,0
11191,0
11192,1
11193,0
11194,0
11195,1
11196,0
11197,1
11198,1
11199,0
11200,1
11201,0
11202,1
11203,1
11204,0
11205,0
11206,0
11207,1
11208,0
11209,0
11210,0
11211,1
11212,1
11213,1
11214,1
11215,0
11216,1
11217,1
11218,1
11219,0
11220,1
11221,0
11222,0
11223,1
11224,1
11225,0
11226,0
11227,0
11228,1
11229,0
11230,1
11231,1
11232,0
11233,1
11234,0
11235,1
11236,0
11237,0
11238,0
11239,1
11240,1
11241,1
11242,0
11243,1
11244,0
11245,0
11246,1
11247,1
11248,0
11249,1
11250,0
11251,1
11252,0
11253,0
11254,1
11255,1
11256,0
11257,0
11258,1
11259,0
11260,1
11261,1
11262,0
11263,1
11264,0
11265,1
11266,0
11267,1
11268,0
11269,1
11270,0
11271,0
11272,1
11273,0
11274,1
11275,0
11276,1
11277,0
11278,1
11279,1
11280,0
11281,1
11282,0
11283,1
11284,0
11285,0
11286,1
11287,0
11288,1
11289,1
11290,0
11291,1
11292,0
11293,1
11294,0
11295,0
11296,1
11297,1
11298,0
11299,1
11300,1
11301,0
11302,0
11303,0
11304,1
11305,1
11306,0
11307,0
11308,0
11309,1
11310,1
11311,0
11312,1
11313,0
11314,1
11315,0
11316,1
11317,0
11318,1
11319,1
11320,1
11321,0
11322,0
11323,0
11324,1
11325,1
11326,0
11327,0
11328,1
11329,0
11330,1
11331,0
11332,1
11333,0
11334,1
11335,0
11336,1
11337,0
11338,1
11339,1
11340,0
11341,1
11342,0
11343,1
11344,1
11345,0
11346,0
11347,0
11348,1
11349,1
11350,0
11351,0
11352,1
11353,1
11354,0
11355,0
11356,0
11357,1
11358,1
11359,0
11360,1
11361,1
11362,0
11363,1
11364,0
11365,0
11366,1
11367,1
11368,0
11369,1
11370,0
11371,0
11372,1
11373,1
11374,0
11375,0
11376,1
11377,1
11378,0
11379,0
11380,1
11381,0
11382,0
11383,1
11384,0
11385,1
11386,1
11387,0
11388,1
11389,0
11390,1
11391,1
11392,0
11393,1
11394,0
11395,0
11396,1
